MonthlyIncome_z	Age_z	DistanceFromHome_z	NumCompaniesWorked_z	PercentSalaryHike_z	TotalWorkingYears_z	TrainingTimesLastYear_z	YearsAtCompany_z	YearsInCurrentRole_z	YearsSinceLastPromotion_z	YearsWithCurrManager_z	MRate_DRate_dv_z	YAtCompany_TotalWorkY_dv_z	NumCompWork_TotalWorkY_dv_z	DailyRate_z	HourlyRate_z	MonthlyProfit_dv_z	distcluster_JR_SalesRep_Attrition_z	distcluster_JR_SalesRep_Attrition_OverTime_z	distcluster_JR_LabTech_Attrition_NoStockOption_z	distcluster_JR_LabTech_z	distcluster_JR_LabTech_Attrition_WorkLifeBalance1_z	distcluster_JR_HR_HighAttrition_z	distcluster_JR_HR_LowAttrition_z	distcluster_JR_HR_MediumAttrition_z	distcluster_JR_SalesExec_Attrition_OverTime_z	distcluster_JR_SalesExec_LowAttrition_z	distcluster_JR_SalesExec_NoStockOption1_z	distcluster_JR_ResrchScist_HighAttrition_z	distcluster_JR_ResrchScist_LowAttrition_z	distcluster_JR_ResrchScist_NoAttrition_z	Attrition_flag	OverTime_flag	BT_Non-Travel_flag	BT_Travel_Frequently_flag	Educ_HR_flag	Educ_Marketing_flag	Educ_Medical_flag	Educ_LifeSciences_flag	Educ_TechDegree_flag	Gender_Female_flag	JR_HealthcareRep_flag	JR_ManufctDirec_flag	JR_ResearchDirec_flag	JR_Manager_flag	MS_Single_flag	MS_Married_flag	Educ_low_flag	WLBalance_1_flag	WLBalance_2_flag	WLBalance_3_flag	EnvSatisf_1_flag	EnvSatisf_2_flag	EnvSatisf_4_flag	JInvolv_1_flag	JInvolv_2_flag	JInvolv_4_flag	RelSatisf_1_flag	RelSatisf_2_flag	RelSatisf_4_flag	JobSatisf_1_flag	JobSatisf_2_flag	JobSatisf_4_flag	JL_1_flag	JL_2_flag	JL_3_flag	JL_4_flag	PerfRating_3_flag	StockOpt_0_flag	StockOpt_1_flag	StockOpt_2_flag	NumCompaniesWorked_0_flag	YearsInCurrentRole_0_flag	YearsSinceLastPromotion_0_flag	YearsWithCurrManager_0_flag
0.6665258065883303	0.6518556701637165	0.0	0.9714998687141407	0.0	0.5009461815029508	0.0	0.4842285604090739	0.5871903918213076	0.0	0.659878664650796	0.4874781560102581	0.7683179713006792	0.8160227715543268	0.7158196134574087	0.9142857142857143	0.7116701639495469	0.7745904789997258	0.5399429023512363	0.7957471593687576	0.9667966500687855	0.5425156577304695	0.8169516828204421	0.6597681619334916	0.8160968737490402	0.3500612592871943	0.8404492694921806	0.6490039713735932	0.552999974673407	0.7652979740614587	0.8116471399111587	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0
0.6173455032715415	0.8108572128061519	0.5598616529650713	0.0	0.938968406691434	0.5514318013566624	0.6300155102673728	0.5890023204859173	0.7163023562836078	0.6676738967841983	0.740074940797114	0.8001470006647495	1.0	0.34707404609223225	0.12670007158196134	0.44285714285714284	0.856734383286831	0.567336365722648	0.7605868412491087	0.8018378187054378	0.5631728196950596	0.9149765124489749	0.768137641249831	0.727026939040544	0.6898305298461769	0.8879244766430924	0.5392589612946935	0.7695099010944242	0.5493115667797825	0.11884844709514204	0.6361010189916877	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0
0.3013634155850291	0.5633380174010393	0.16845320497185953	0.8936106827905687	0.5020488587751691	0.47295706595569714	0.6300155102673728	0.0	0.0	0.0	0.0	0.028868154918383092	0.0	0.788316626760853	0.9098067287043665	0.8857142857142857	0.4077524384900962	0.7473199857257671	0.5280157768320445	0.2112946629798511	0.6038877070909712	0.5892729333006224	0.6463359652701588	0.7421883361045067	0.8619122219438118	0.6212438262051726	0.9610353094850602	0.801459981329939	0.5452135599993562	0.7547573456496872	0.806846404966692	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1
0.42436473634453614	0.4672295306473304	0.2750185418947398	0.0	0.0	0.5009461815029508	0.6300155102673728	0.5407373159223302	0.7163023562836078	0.7924929904974088	0.0	0.4756562524029226	1.0	0.39806580143162607	0.9234073013600572	0.37142857142857144	0.867641294071529	0.7469438593085241	0.5287049558206643	0.5643243321561923	0.7906259391298577	0.8577280610565114	0.6074773948163955	0.7389373021019221	0.8195305013758649	0.5644393789685339	0.9318153950106712	0.7771968639089765	0.01778495142047395	0.5305066566339518	0.5167891818907174	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1
0.4865144095706231	0.30492905026469114	0.16845320497185953	1.0	0.16119148642880446	0.4425695026924354	0.6300155102673728	0.31705935241720895	0.45840527449527413	0.744934034141695	0.4819007411986283	0.5779400933020543	0.36548796931927924	0.8866181923113398	0.3500357909806729	0.14285714285714285	0.7042451633730716	0.5107560983926102	0.7267210774111477	0.5595873063645914	0.05456188415373016	0.6104127053925105	0.676354222478248	0.667973242485869	0.7516015124552842	0.9687904388184332	0.6280544811053727	0.8217229786810123	0.7642511714540788	0.5307616111262032	0.8849439810565475	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0
0.44341257749002916	0.441829352728604	0.16845320497185953	0.0	0.29462825068071086	0.5009461815029508	0.4807714957147034	0.5137430391902874	0.7163023562836078	0.7924929904974088	0.7022205258643618	0.40850900821603126	0.8848564274548599	0.39806580143162607	0.6463851109520401	0.7	0.6035234164226255	0.5447249948404256	0.7438617686462033	0.05791438878198779	0.5578373548947537	0.5451538751597631	0.7392536596785035	0.6605113426482	0.7411110349732417	0.8555032939047346	0.7768117866071261	0.5811338748503495	0.5398870310062248	0.7532239405340295	0.8008814288403128	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0
0.3932493987711503	0.9839497329534153	0.2750185418947398	0.7606437753940114	0.8211032215206605	0.5964059306250815	0.6300155102673728	0.2422112556152789	0.0	0.0	0.0	0.31995164317739294	0.1025851715431639	0.6075273485858452	0.8747315676449535	0.7285714285714285	0.5688887864044089	0.7464790071680909	0.5277880111671007	0.5643238559308013	0.0965465232288294	0.6153680407546931	0.7268142287142639	0.78090965686091	0.8907731847714693	0.5649536638101216	0.9334310478739647	0.7707264877696661	0.5445361063602177	0.7572763846691338	0.8041719270299069	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1
0.3963865486282369	0.3891645603716418	0.9301357462019375	0.0	0.9037101217455652	0.20375656473696982	0.4807714957147034	0.2422112556152789	0.0	0.0	0.0	0.3723496251424353	1.0	0.8160227715543268	0.8990694345025053	0.5285714285714286	0.6460903451933497	0.5189498446447232	0.747097240264049	0.5643238559308013	0.0965465232288294	0.6153680407546931	0.5715249279493009	0.9189865849341405	0.7854985400551238	0.9269545881993007	0.5804541159065225	0.8035024084539916	0.5594374067808093	0.7621352133229048	0.822727126483247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1
0.8043558832036326	0.5861236420594016	0.9146823296621448	0.0	0.8646307873937694	0.5514318013566624	0.4807714957147034	0.5657056495708565	0.7163023562836078	0.6676738967841983	0.774468971278986	0.6492292319987509	0.9079899038394695	0.34707404609223225	0.0816034359341446	0.2	0.383655775128554	0.6062117229802625	0.790078563708162	0.5665957041054107	0.7919015333238544	0.8600898675884217	0.7751794127436655	0.8644192813531271	0.6956329859976873	0.865029366323996	0.7828388197067113	0.5991107860372707	0.5751345272469992	0.783548267297802	0.8308476229569988	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
0.6239633041646041	0.5400800735631394	0.973396404437607	0.8936106827905687	0.29462825068071086	0.6926953271811415	0.6300155102673728	0.5137430391902874	0.7163023562836078	0.897860833670482	0.740074940797114	0.42378004941085684	0.4435650738713763	0.6190294761058418	0.8568360773085183	0.9142857142857143	0.6621855327783799	0.5681657262495196	0.7612494678877678	0.7970218547082899	0.5578373548947537	0.908234186332574	0.7357382308236058	0.8678173477260349	0.6750136576096742	0.9049488885337039	0.8148002961914474	0.6290193654024214	0.7790254598748698	0.9405433779513175	0.5384797457830247	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
